A,B,C,D,E,F,G,H,I,J,K,L,M
2,2,10,4,117,39,40,2,0,12,2,101,16
21,0,27,3,116,58,59,21,0,34,3,49,2
35,1,33,4,111,55,57,31,0,32,3,6,0
31,1,20,3,0,32,25,21,0,30,4,0,0
17,1,6,4,0,0,0,11,0,2,2,2,1
2,1,2,3,0,0,0,2,1,1,3,0,0
2,1,1,4,0,0,0,1,0,1,3,1,0
1,0,2,4,20,0,0,2,0,2,2,83,39
2,1,7,3,128,41,44,5,0,6,3,83,17
29,0,30,4,118,59,58,25,0,26,2,75,2
30,1,26,2,97,52,58,40,0,22,3,16,0
29,0,30,4,2,39,14,29,0,28,4,1,0
17,1,10,4,0,0,0,6,0,1,3,0,0
1,1,1,3,0,0,0,1,0,2,3,0,0
2,1,2,4,0,0,0,1,0,1,3,0,0
2,1,2,4,22,0,0,2,0,2,2,91,34
1,1,6,3,123,40,39,2,0,8,3,47,37
24,1,30,3,127,59,61,29,0,30,4,23,9
38,0,30,5,94,66,62,28,1,29,2,2,1
32,0,21,4,0,3,36,37,0,28,4,1,0
2,0,1,3,0,0,0,10,1,11,2,0,2
2,2,2,2,0,0,0,1,0,1,3,1,0
1,1,2,4,0,0,0,2,0,2,3,0,0
2,0,2,3,25,0,0,1,0,1,1,107,30
3,1,10,4,115,41,43,3,0,10,4,78,40
29,2,25,3,117,56,56,26,1,28,3,55,7
25,1,30,4,102,51,57,23,1,38,3,0,0
31,0,23,4,4,22,37,26,0,30,2,1,0
10,1,1,4,0,0,0,15,0,9,4,1,0
2,0,2,4,0,0,0,1,1,1,3,0,0
2,2,2,2,0,0,0,2,1,2,2,0,0
1,1,2,4,17,0,0,1,0,1,2,103,50
2,0,9,4,121,37,41,3,1,7,3,53,27
23,1,27,4,126,56,62,28,1,29,4,22,15
32,0,29,3,100,58,62,35,0,26,3,4,1
26,0,24,4,0,19,29,30,0,33,3,0,0
14,1,2,2,0,0,0,13,0,4,2,0,0
1,2,2,4,0,0,0,2,0,2,4,0,0
2,0,2,4,0,0,0,1,0,1,2,0,0
2,0,2,4,21,0,0,1,0,2,4,83,35
1,2,8,3,122,38,43,3,0,11,2,92,40
29,2,26,2,119,59,56,20,0,35,3,70,3
33,0,27,5,99,53,63,26,0,33,3,5,0
26,1,29,3,2,34,17,34,1,23,1,0,0
14,1,8,4,0,0,0,7,1,1,5,2,0
2,1,2,2,0,0,0,2,0,2,2,0,1
1,0,2,6,0,0,0,1,1,1,2,1,1
2,1,2,2,15,0,0,2,0,1,4,86,33
1,0,4,5,115,33,42,2,0,7,3,61,18
22,0,25,2,127,58,54,24,0,30,3,46,0
33,1,29,1,108,55,67,33,0,31,1,8,0
26,0,32,4,0,35,20,32,0,25,2,0,0
16,0,4,1,0,0,0,6,0,2,1,1,0
1,1,1,2,0,0,0,1,1,1,2,0,0
1,0,1,3,0,0,0,1,1,1,2,1,0
1,1,1,2,17,0,0,1,0,1,1,66,26
1,0,4,2,130,35,41,4,0,7,3,35,3
26,0,32,2,91,59,57,23,0,29,2,0,0
23,1,25,3,0,25,21,30,0,26,1,0,0
15,0,1,2,0,0,0,6,0,0,2,1,0
1,0,2,1,0,0,0,1,0,1,1,0,0
1,0,1,2,0,0,0,1,0,1,2,0,0
1,2,1,3,0,0,0,1,0,1,2,0,1
1,0,1,2,21,0,0,0,0,1,2,85,16
1,0,7,1,133,36,45,2,0,8,0,60,2
23,0,24,3,83,56,62,26,0,29,3,0,0
29,1,26,1,0,23,15,39,0,21,1,0,0
12,1,1,3,0,0,0,4,0,0,2,0,0
1,1,2,2,0,0,0,1,0,1,1,0,0
1,0,1,2,0,0,0,0,0,1,3,0,0
1,1,1,2,0,0,0,1,0,1,1,0,1
1,0,1,3,19,0,0,1,0,1,3,61,35
1,0,3,2,140,36,45,5,1,4,0,30,6
19,0,36,2,79,61,61,31,1,27,2,1,1
26,1,29,3,0,16,18,26,0,28,3,1,0
6,0,1,2,0,0,0,9,0,1,2,1,0
1,0,2,1,0,0,0,1,0,0,1,0,0
1,0,1,3,0,0,0,1,0,1,1,0,0
1,0,1,1,0,0,0,1,0,1,1,0,0
1,2,1,2,20,0,0,1,0,1,3,84,17
1,0,3,3,139,38,41,2,0,9,2,50,0
21,1,30,1,80,61,65,23,0,32,2,0,0
29,0,33,3,0,22,11,35,0,17,1,0,0
11,0,1,2,0,0,0,5,1,1,2,0,0
1,0,2,2,0,0,0,1,0,1,1,0,0
1,0,1,2,0,0,0,1,0,0,3,1,0
1,2,1,2,0,0,0,1,0,1,0,0,2
1,0,1,3,17,0,0,1,0,1,3,92,26
1,0,4,2,131,32,38,1,0,9,2,37,3
16,0,28,3,89,60,66,22,0,28,2,0,0
34,1,29,1,0,15,26,37,0,25,2,1,0
2,0,1,2,0,0,0,13,0,2,1,0,0
1,1,1,2,0,0,0,1,0,1,2,0,0
1,0,2,2,0,0,0,1,0,0,1,0,1
1,0,1,3,0,0,0,0,1,1,3,0,0
1,0,1,1,15,0,0,1,0,1,0,70,33
1,0,7,3,135,33,39,2,0,7,3,48,8
17,0,33,2,86,63,63,22,0,35,1,5,0
27,1,35,1,0,28,10,27,0,22,2,0,0
10,0,2,3,0,0,0,4,0,1,2,0,0
1,0,1,3,0,0,0,0,0,1,2,0,0
1,0,1,2,0,0,0,1,0,0,2,1,0
1,0,2,2,0,0,0,1,0,1,1,0,0
1,0,1,2,18,0,0,1,0,1,2,98,23
2,1,5,1,124,37,42,5,0,7,1,52,3
23,0,30,3,96,59,58,25,1,25,1,2,0
34,0,21,3,0,27,15,38,0,19,3,0,0
15,0,1,2,0,0,0,2,0,1,2,1,1
1,0,1,1,0,0,0,1,0,1,2,0,0
1,1,1,2,0,0,0,1,0,0,1,0,0
1,0,2,2,0,0,0,1,0,1,1,0,0
1,0,1,2,15,0,0,1,0,1,2,76,19
1,0,5,4,124,38,40,3,0,7,2,36,5
28,0,28,1,97,57,59,17,0,33,2,0,0
27,0,28,2,0,21,21,31,1,24,1,0,0
6,1,1,2,0,0,0,11,0,1,2,0,0
1,0,1,2,0,0,0,1,0,1,2,0,0
1,1,1,2,0,0,0,1,0,1,1,0,0
1,0,2,3,0,0,0,1,0,0,2,0,0
1,0,1,2,23,0,0,0,0,1,2,69,30
2,1,4,1,136,42,45,3,1,8,2,34,3
30,0,28,3,81,57,61,21,0,32,2,1,1
25,1,25,2,0,12,23,32,0,34,1,0,0
4,0,1,2,0,0,0,6,0,1,2,0,0
1,1,1,1,0,0,0,1,0,1,2,0,1
1,1,1,3,0,0,0,0,0,1,1,0,0
1,0,2,2,0,0,0,1,0,1,2,1,0
1,1,1,2,19,0,0,1,0,0,2,74,18
1,0,5,3,121,39,41,5,0,8,1,48,1
22,2,30,0,98,49,63,21,0,37,2,0,0
26,0,24,4,0,22,24,27,0,30,2,0,0
9,0,1,2,0,0,0,6,0,1,2,0,0
1,0,1,1,0,0,0,1,0,1,1,1,0
1,0,1,4,0,0,0,1,1,1,3,0,0
1,1,1,2,0,0,0,1,0,0,2,0,0
1,1,2,1,13,0,0,1,0,1,0,73,22
2,0,5,3,132,38,40,3,1,6,2,51,5
21,0,31,2,93,57,63,22,0,32,2,4,0
30,0,29,1,0,25,15,30,1,28,1,1,0
7,1,3,2,0,0,0,3,0,1,2,0,0
1,1,1,2,0,0,0,1,0,1,1,2,0
1,1,1,3,0,0,0,1,0,1,3,1,0
1,1,1,2,0,0,0,1,0,1,2,0,0
1,1,2,1,19,0,0,1,0,0,2,94,32
1,0,5,3,114,36,37,1,1,6,1,30,7
22,2,32,1,105,58,59,27,0,20,1,0,0
24,0,24,3,1,13,36,35,0,34,2,0,0
6,0,1,3,0,0,0,12,0,4,2,0,0
1,0,1,2,0,0,0,1,1,1,1,0,1
1,0,1,2,0,0,0,1,0,1,3,1,0
1,1,1,2,0,0,0,0,0,1,1,0,0
1,0,1,3,23,0,0,1,0,0,3,66,23
2,0,7,1,140,40,44,4,0,9,1,35,3
26,0,26,2,74,63,62,24,0,30,1,0,0
36,0,20,3,0,7,21,36,1,26,2,0,0
1,0,1,2,0,0,0,5,1,1,1,0,0
1,0,1,1,0,0,0,0,0,1,3,0,0
1,0,1,3,0,0,0,1,0,1,2,0,0
1,1,1,2,0,0,0,1,0,1,1,1,0
1,0,1,2,19,0,0,1,0,1,2,62,28
1,1,9,1,137,41,42,2,1,4,0,15,18
26,0,25,3,81,58,64,26,0,39,2,0,0
32,0,18,3,0,11,21,26,0,25,3,0,0
7,1,1,1,0,0,0,10,0,1,2,0,0
1,1,1,2,0,0,0,1,0,1,2,0,0
1,0,1,3,0,0,0,1,0,1,2,0,1
1,0,1,2,0,0,0,1,0,1,0,1,0
1,0,1,1,17,0,0,1,0,1,3,73,14
1,0,7,3,124,39,39,2,0,7,1,53,6
21,0,27,2,97,49,62,22,0,30,2,4,0
28,1,26,2,0,29,20,31,0,31,2,0,0
14,0,2,2,0,0,0,3,0,1,2,0,1
1,0,1,3,0,0,0,1,0,1,1,1,0
1,1,1,2,0,0,0,1,0,1,2,1,0
1,1,1,1,0,0,0,1,0,1,1,0,0
1,0,1,2,20,0,0,0,1,1,2,74,31
3,0,5,3,118,39,45,4,0,6,2,35,15
24,0,27,2,100,58,54,29,0,22,1,0,0
30,1,24,2,0,10,32,31,0,34,2,0,0
2,0,1,3,0,0,0,7,0,5,2,1,0
1,1,1,1,0,0,0,1,0,1,2,0,0
1,1,1,2,0,0,0,0,1,1,2,0,0
1,0,1,3,0,0,0,1,0,1,1,0,0
1,0,1,2,21,0,0,1,0,1,2,53,18
1,0,7,2,124,39,38,2,0,5,1,34,32
32,0,24,2,94,62,57,27,0,29,2,1,0
33,0,23,2,0,19,24,29,0,23,2,0,1
8,0,1,2,0,0,0,9,0,1,2,0,0
1,0,1,3,0,0,0,1,0,1,2,0,0
1,0,1,2,0,0,0,1,0,1,0,0,1
1,0,1,2,0,0,0,1,0,1,2,0,0
1,1,1,2,19,0,0,1,1,1,2,71,20
3,0,7,2,135,42,41,2,0,10,2,44,10
24,0,29,2,84,57,62,22,0,32,1,0,0
29,2,23,1,0,20,16,27,0,27,3,0,0
12,1,1,3,0,0,0,4,0,1,2,0,0
1,0,1,3,0,0,0,1,0,1,1,0,1
1,0,1,1,0,0,0,1,1,1,1,1,0
1,1,1,2,0,0,0,1,0,1,3,0,0
1,0,1,3,21,0,0,1,0,1,2,101,21
2,0,6,2,130,41,41,1,0,9,2,54,2
24,0,29,2,89,58,61,19,0,30,1,13,0
36,0,20,2,0,30,9,30,0,22,2,0,0
16,0,5,2,0,0,0,5,0,1,1,0,0
1,1,1,1,0,0,0,1,0,1,2,0,0
1,0,1,4,0,0,0,1,0,1,2,1,0
1,0,1,2,0,0,0,0,0,1,2,0,0
1,0,1,1,19,0,0,1,0,1,2,64,15
2,1,7,3,130,38,41,2,0,10,1,59,14
18,0,34,2,90,61,62,19,0,36,2,2,1
27,0,32,2,0,25,12,29,0,23,1,0,0
10,1,3,1,0,0,0,2,0,1,1,0,0
1,0,1,3,0,0,0,0,0,1,3,0,0
1,0,1,3,0,0,0,1,0,1,1,1,1
1,0,1,2,0,0,0,1,0,1,2,0,0
1,0,1,1,19,0,0,1,0,1,2,59,30
3,2,4,2,128,34,40,4,0,3,2,43,2
21,0,32,3,92,56,65,30,0,28,1,0,0
20,0,32,2,0,19,25,32,0,32,3,0,0
4,0,2,2,0,0,0,6,0,1,1,1,0
1,0,1,3,0,0,0,1,0,1,1,0,0
1,0,1,2,0,0,0,1,1,1,3,0,0
1,0,1,2,0,0,0,1,1,1,0,0,0
1,0,1,2,21,0,0,1,0,1,3,98,24
3,1,6,1,127,40,38,3,0,7,2,49,2
18,0,36,3,90,59,61,17,0,32,1,0,0
33,0,22,2,0,20,20,33,1,27,3,0,0
8,1,2,2,0,0,0,3,0,3,2,2,0
1,0,1,3,0,0,0,1,0,2,0,0,0
2,1,1,2,0,0,0,1,1,1,3,0,0
1,0,2,3,0,0,0,2,0,1,2,1,0
2,0,2,3,19,0,0,1,0,1,3,106,19
1,0,5,4,123,38,42,3,0,10,2,75,14
23,0,33,2,118,60,56,26,0,27,1,52,4
23,0,33,2,79,57,61,29,1,30,3,0,0
31,0,25,4,0,16,9,30,0,22,4,0,0
10,0,1,4,0,0,0,2,0,2,1,1,0
1,2,2,2,0,0,0,1,0,1,4,2,0
1,0,2,4,0,0,0,1,0,1,2,0,0
2,0,1,2,23,0,0,1,1,1,1,87,24
1,1,10,3,125,41,39,5,0,9,4,46,16
22,0,34,3,127,61,57,25,0,25,2,16,4
29,1,29,2,61,52,63,33,1,35,2,0,0
27,0,15,4,0,0,22,22,1,29,2,0,1
1,0,1,3,0,0,0,9,0,1,2,0,0
1,0,2,3,0,0,0,1,1,2,4,0,0
2,1,1,2,0,0,0,2,0,1,2,0,2
1,1,2,3,22,0,0,1,0,1,2,105,26
2,1,3,4,107,34,39,5,0,8,3,86,20
26,1,28,2,127,53,57,25,0,29,2,36,0
23,1,30,3,74,60,60,19,0,40,2,0,0
30,1,26,4,0,16,11,24,1,24,3,1,0
8,0,2,3,0,0,0,4,0,1,3,0,0
2,2,1,2,0,0,0,1,0,2,2,0,0
1,0,2,5,0,0,0,1,0,1,3,2,1
1,0,2,3,19,0,0,1,1,1,2,69,47
2,1,5,1,113,37,39,3,0,7,2,69,17
21,2,35,2,125,54,61,22,0,33,3,59,0
23,2,32,4,80,55,54,37,0,24,2,10,0
30,0,30,4,0,37,0,24,0,14,3,0,0
15,0,6,2,0,0,0,1,0,1,3,0,0
1,2,1,3,0,0,0,1,0,2,2,0,1
1,1,2,4,0,0,0,2,0,1,2,0,0
2,1,1,3,19,0,0,1,0,1,3,109,28
1,1,13,3,134,43,42,2,0,6,2,46,8
22,0,30,4,133,60,58,26,0,27,2,23,0
28,1,32,1,48,60,64,23,0,44,2,0,1
33,0,15,5,0,0,6,29,0,23,3,2,0
3,1,1,2,0,0,0,1,1,1,2,1,0
1,1,2,2,0,0,0,1,0,2,3,0,0
2,1,1,3,0,0,0,1,0,1,3,0,1
1,1,2,3,19,0,0,1,1,1,0,93,32
2,2,8,3,127,39,41,4,1,10,3,85,16
17,0,33,4,124,58,62,21,0,29,4,39,0
30,1,35,4,61,61,62,38,0,30,2,1,0
35,1,13,1,0,6,2,31,0,12,3,1,0
4,2,2,3,0,0,0,3,0,1,3,1,0
2,0,2,4,0,0,0,1,0,2,1,0,0
1,1,1,3,0,0,0,2,0,1,2,0,0
2,0,2,3,21,0,0,1,1,1,1,87,34
2,3,8,2,134,41,42,2,0,7,4,62,8
22,0,31,4,134,57,64,32,0,31,3,17,1
30,0,30,4,46,51,63,26,0,35,2,0,1
19,1,18,2,0,0,17,33,0,25,2,1,0
2,0,2,4,0,0,0,6,0,1,4,0,0
1,1,1,1,0,0,0,1,1,2,2,0,0
1,0,2,4,0,0,0,1,0,1,2,0,0
2,0,1,4,16,0,0,1,1,1,2,83,35
1,0,7,2,120,36,41,3,0,10,2,78,30
21,1,28,2,122,48,62,27,0,26,4,50,8
22,0,29,3,78,59,55,28,1,30,0,6,1
29,1,23,1,0,35,0,28,0,14,3,1,0
25,1,4,2,0,0,0,0,0,0,1,0,0
1,0,1,3,0,0,0,1,2,1,2,0,0
1,0,1,2,0,0,0,1,0,1,1,0,0
1,1,1,2,17,0,0,1,0,1,2,73,14
1,0,7,2,130,39,38,2,0,5,2,50,2
21,0,29,2,92,53,62,30,0,22,2,2,0
28,1,26,1,0,33,14,30,0,27,1,0,0
18,1,4,3,0,0,0,4,1,0,1,0,0
1,0,1,3,0,0,0,1,0,1,2,0,0
0,0,1,1,0,0,0,1,0,1,2,0,1
1,0,1,3,0,0,0,1,1,1,1,0,0
1,0,1,2,21,0,0,0,1,1,3,62,30
3,0,4,1,132,39,41,3,0,5,2,31,5
23,0,31,3,84,62,61,28,0,30,0,1,0
37,1,20,1,0,18,16,27,0,22,1,0,0
7,1,2,2,0,0,0,9,0,1,3,0,0
1,1,1,1,0,0,0,0,0,1,2,0,0
1,0,1,3,0,0,0,1,0,1,1,0,0
1,1,1,2,0,0,0,1,0,1,1,0,0
1,1,2,2,20,0,0,1,1,0,2,63,19
2,0,4,2,114,37,42,4,0,9,3,33,8
25,0,26,3,103,56,58,22,0,27,1,1,0
30,0,31,1,0,26,18,32,0,23,2,0,0
8,2,1,2,0,0,0,7,0,1,1,0,0
1,1,1,3,0,0,0,1,0,1,1,0,0
1,1,1,1,0,0,0,1,1,0,2,2,0
1,0,1,3,0,0,0,0,0,1,2,0,0
1,0,1,2,18,0,0,1,0,1,2,85,34
2,1,3,2,130,38,40,3,0,6,2,49,14
20,0,30,2,93,62,60,22,0,24,1,1,0
41,0,22,2,0,21,19,38,0,27,2,0,0
9,0,2,2,0,0,0,5,0,1,0,0,0
0,0,1,2,0,0,0,1,0,0,3,1,0
1,0,2,2,0,0,0,1,1,1,2,1,0
1,0,1,2,0,0,0,1,0,1,1,1,0
1,0,1,2,22,0,0,1,1,1,1,61,10
3,1,4,2,135,41,44,2,0,7,3,34,7
21,1,32,2,81,59,58,29,0,26,2,1,0
28,0,34,1,0,24,12,35,0,17,1,0,0
9,1,1,3,0,0,0,3,0,1,1,0,0
1,0,1,2,0,0,0,1,0,1,2,0,0
1,0,1,2,0,0,0,0,1,1,1,0,0
1,1,1,1,0,0,0,1,0,1,3,1,0
1,1,1,3,14,0,0,1,0,1,1,70,34
1,1,7,2,127,37,39,2,0,6,2,58,5
25,0,19,3,96,51,63,29,0,26,1,13,0
28,0,25,1,0,37,10,34,1,19,2,0,0
25,0,4,3,0,0,0,1,0,1,1,1,1
1,0,1,2,0,0,0,1,0,1,1,0,0
1,1,1,1,0,0,0,1,1,1,3,0,0
1,0,1,2,0,0,0,1,0,1,2,0,0
1,0,1,3,25,0,0,1,0,0,1,60,24
1,0,5,1,118,39,39,0,0,9,2,38,6
23,0,31,3,95,62,58,30,1,20,1,0,0
32,2,22,0,0,14,25,32,0,23,2,0,0
7,0,1,4,0,0,0,13,0,2,2,0,0
1,0,1,2,0,0,0,1,0,1,1,1,1
1,0,1,1,0,0,0,0,1,0,1,0,0
1,1,1,2,0,0,0,1,0,1,2,0,0
1,1,1,3,19,0,0,1,0,1,2,85,17
1,0,6,2,132,36,41,2,0,11,2,69,3
20,0,31,1,87,54,63,21,0,29,1,3,0
26,0,31,2,1,39,5,35,0,14,3,0,0
17,1,6,2,0,0,0,3,0,1,2,0,0
1,0,1,3,0,0,0,1,0,0,1,0,0
1,1,1,1,0,0,0,1,1,1,1,1,0
1,1,1,3,0,0,0,1,0,1,2,0,1
1,1,1,1,21,0,0,0,0,1,2,58,15
1,0,5,3,135,38,44,4,0,8,2,52,4
23,0,28,2,83,59,62,30,1,22,1,0,0
27,1,23,1,0,18,17,31,0,28,1,0,0
15,1,1,2,0,0,0,6,0,1,2,0,0
1,1,1,2,0,0,0,0,0,1,2,0,0
1,0,1,3,0,0,0,1,0,1,1,1,0
1,1,2,1,0,0,0,1,0,1,2,1,0
1,0,1,4,21,0,0,1,0,1,1,82,27
2,0,10,2,128,40,39,3,0,6,3,17,6
20,0,30,1,86,59,57,22,0,33,1,0,0
26,0,15,2,5,2,43,24,0,33,2,0,0
4,1,1,1,0,0,0,14,1,10,1,0,0
1,0,1,3,0,0,0,1,0,1,2,0,0
1,2,1,1,0,0,0,1,1,1,2,1,0
1,0,1,3,0,0,0,0,0,1,1,0,0
1,0,1,3,23,0,0,1,1,0,1,72,21
3,0,6,1,131,40,39,2,0,5,2,40,1
19,0,31,2,82,65,59,25,0,28,2,0,0
33,2,25,1,0,10,23,28,0,31,2,0,0
5,1,2,3,0,0,0,7,0,2,2,0,0
1,2,1,1,0,0,0,1,0,1,2,0,0
1,0,1,3,0,0,0,1,0,0,2,0,0
1,0,1,2,0,0,0,1,0,1,0,0,0
1,0,1,3,23,0,0,1,0,1,1,86,24
1,1,8,1,139,41,42,4,0,8,3,33,7
25,1,25,3,77,64,62,21,1,27,1,0,0
31,0,28,1,0,11,19,36,0,28,2,0,0
5,1,1,2,0,0,0,5,0,1,2,0,0
1,0,1,3,0,0,0,1,0,0,0,0,1
1,0,1,2,0,0,0,1,0,1,4,1,0
1,0,1,2,0,0,0,0,0,1,1,0,0
1,1,1,1,18,0,0,1,0,1,2,94,34
1,2,6,3,127,39,41,3,1,9,0,56,10
23,0,29,2,92,59,58,28,0,24,2,1,0
28,1,28,1,0,22,18,30,0,25,3,0,0
11,0,2,3,0,0,0,3,0,1,1,0,0
1,1,1,2,0,0,0,1,0,1,2,0,0
1,0,1,3,0,0,0,1,0,1,2,0,0
1,0,1,2,0,0,0,1,1,1,1,0,0
1,0,1,1,16,0,0,1,0,1,2,65,26
2,1,4,2,150,39,42,2,0,6,2,29,2
22,0,35,2,71,63,60,28,1,30,0,0,0
29,0,25,3,0,11,21,28,0,26,2,0,0
3,0,1,1,0,0,0,8,1,1,2,0,0
1,0,1,2,0,0,0,1,0,1,2,0,0
1,0,1,2,0,0,0,0,0,1,2,0,0
1,0,2,2,0,0,0,1,1,1,1,1,0
1,0,1,2,19,0,0,1,1,0,1,83,19
2,1,8,2,126,35,40,3,0,6,2,51,7
16,0,25,3,91,63,59,27,0,25,2,0,1
41,0,25,2,0,20,19,37,0,19,2,1,0
8,0,1,2,0,0,0,7,0,1,1,0,0
1,0,1,2,0,0,0,1,0,1,3,0,0
1,0,1,2,0,0,0,1,0,0,1,0,0
1,0,1,2,0,0,0,1,0,1,1,0,0
1,0,1,1,19,0,0,0,1,1,0,70,13
2,1,9,2,132,41,41,3,0,7,4,62,2
19,0,31,3,86,59,63,31,1,25,1,1,0
30,0,25,2,0,16,17,26,0,28,2,0,0
6,1,1,2,0,0,0,8,1,1,1,0,0
1,0,1,3,0,0,0,0,0,0,2,0,0
1,1,2,0,0,0,0,1,0,1,2,0,0
1,0,1,3,0,0,0,1,1,1,1,0,0
1,0,1,2,25,0,0,1,1,1,2,68,22
3,0,9,1,129,40,42,3,1,8,1,65,3
19,0,29,2,84,59,62,22,0,32,2,1,0
32,1,26,4,0,24,10,30,0,21,2,2,0
12,1,1,1,0,0,0,3,0,1,2,0,0
1,0,1,2,0,0,0,1,0,1,1,0,0
1,1,1,2,0,0,0,1,0,1,2,0,0
1,1,1,1,0,0,0,0,0,1,2,1,0
1,1,1,3,21,0,0,1,0,1,2,91,21
1,1,5,1,135,41,42,2,1,6,1,41,2
28,1,24,3,82,58,63,29,0,30,1,2,0
37,0,27,2,0,24,9,34,0,17,2,0,0
7,1,3,2,0,0,0,1,0,1,1,0,0
1,1,1,1,0,0,0,1,0,1,2,0,0
1,0,1,4,0,0,0,1,1,1,2,0,0
1,0,1,1,0,0,0,1,0,0,2,1,0
1,1,1,2,24,0,0,1,0,1,2,94,28
2,0,5,3,136,37,46,3,0,5,1,46,1
22,0,30,1,81,63,60,26,0,31,1,2,0
29,0,28,2,0,24,10,34,0,21,1,1,0
13,1,2,2,0,0,0,2,0,1,3,0,0
1,2,1,2,0,0,0,1,0,1,2,0,0
1,0,1,3,0,0,0,1,0,0,1,0,0
1,0,1,2,0,0,0,0,0,1,2,0,0
1,0,2,2,23,0,0,1,0,1,2,62,29
1,0,9,2,127,40,42,3,0,8,1,47,24
28,0,25,1,89,63,62,28,0,23,1,3,0
27,0,30,3,0,23,9,34,1,20,1,0,0
13,0,1,3,0,0,0,3,0,0,3,1,0
1,0,1,1,0,0,0,1,0,1,2,0,0
1,1,1,1,0,0,0,1,0,1,2,0,0
1,0,1,3,0,0,0,1,0,1,1,0,0
1,1,1,1,22,0,0,1,0,1,2,92,24
1,0,7,3,127,37,41,2,0,7,2,70,1
23,0,30,2,89,58,61,29,1,26,0,1,0
22,1,33,2,0,26,15,32,0,18,3,0,0
11,0,2,2,0,0,0,8,0,1,1,0,0
1,0,2,2,0,0,0,1,0,1,2,0,0
1,2,1,1,0,0,0,0,1,1,0,1,1
1,0,1,3,0,0,0,1,1,1,3,0,0
1,1,1,2,15,0,0,1,0,1,2,85,19
1,0,10,2,134,39,38,2,0,4,1,38,8
16,0,36,3,90,62,61,21,0,34,1,1,0
31,1,21,1,0,18,21,30,1,27,3,0,1
10,0,1,2,0,0,0,7,0,1,2,0,0
1,0,1,3,0,0,0,1,0,1,1,0,0
1,0,1,2,0,0,0,1,1,1,1,0,0
1,0,1,2,0,0,0,1,0,0,2,0,0
1,0,1,2,22,0,0,0,1,1,2,80,12
1,0,10,1,142,42,40,1,0,5,1,23,1
15,0,34,3,75,60,63,35,0,21,3,0,0
31,0,24,2,0,15,19,36,0,25,0,1,0
10,0,1,2,0,0,0,5,0,2,3,0,0
1,0,1,2,0,0,0,0,0,0,1,0,0
1,0,1,2,0,0,0,1,0,1,2,0,1
1,1,1,1,0,0,0,1,0,1,1,0,0
1,0,1,3,19,0,0,1,0,1,2,55,23
4,1,7,1,120,36,37,2,0,6,2,49,10
23,2,26,1,95,60,61,24,0,25,2,0,0
27,0,24,4,6,11,35,32,0,32,0,0,0
3,0,1,1,0,0,0,11,0,7,2,0,0
1,1,1,3,0,0,0,1,0,1,1,0,0
1,1,1,2,0,0,0,1,0,1,3,0,0
1,0,1,2,0,0,0,1,0,1,2,1,1
1,0,2,2,20,0,0,0,0,1,2,94,19
1,0,8,2,133,40,41,3,0,8,1,42,2
22,0,29,2,84,61,61,24,0,29,2,1,0
33,1,25,2,0,16,18,24,0,29,1,0,0
7,2,1,1,0,0,0,9,0,1,2,0,0
0,0,1,3,0,0,0,0,0,1,2,1,0
1,0,1,3,0,0,0,1,0,1,2,0,1
1,1,1,1,0,0,0,1,0,1,0,0,0
1,1,1,2,21,0,0,1,1,0,2,64,22
1,0,8,2,142,39,42,3,0,9,2,26,6
23,0,27,2,76,60,61,21,1,31,2,2,0
29,2,27,3,0,26,11,32,1,22,2,1,0
16,0,2,1,0,0,0,2,0,1,1,0,0
1,1,1,2,0,0,0,1,0,1,2,0,0
1,1,1,1,0,0,0,1,1,0,1,1,1
1,1,2,2,0,0,0,0,0,1,2,0,0
1,1,1,3,22,0,0,1,0,1,2,77,21
2,1,6,1,139,36,47,2,0,7,1,46,5
22,0,28,4,79,62,59,37,0,26,2,1,0
30,1,30,1,0,27,9,26,1,22,1,0,0
10,0,5,3,0,0,0,1,0,0,3,0,0
1,1,1,1,0,0,0,1,0,1,1,0,0
1,1,1,2,0,0,0,1,0,1,2,0,0
1,0,1,3,0,0,0,1,0,1,1,1,1
1,0,1,2,23,0,0,1,0,1,2,94,12
1,0,6,2,140,41,45,2,0,6,2,36,6
28,0,28,2,75,62,61,28,0,34,2,0,0
25,1,29,1,0,15,14,26,1,25,0,0,0
8,1,2,2,0,0,0,4,0,1,2,0,0
1,1,1,3,0,0,0,1,0,1,2,0,0
0,1,1,2,0,0,0,0,0,1,1,0,0
1,0,1,2,0,0,0,1,0,1,2,1,0
1,1,1,2,19,0,0,1,0,1,2,62,46
2,1,5,2,125,39,40,1,0,6,1,37,6
22,0,28,3,93,60,57,35,1,20,2,1,0
34,0,23,2,0,15,26,27,0,29,2,0,0
7,0,1,1,0,0,0,7,0,4,1,0,0
1,1,1,3,0,0,0,1,1,1,2,0,0
1,1,1,1,0,0,0,1,0,1,2,0,0
1,0,1,2,0,0,0,1,0,1,1,0,0
1,0,1,2,22,0,0,0,0,0,3,77,29
3,1,5,2,124,39,36,3,0,8,1,43,8
19,0,34,2,94,59,64,20,0,30,1,2,0
25,0,33,2,0,20,22,38,0,19,1,1,0
7,1,1,2,0,0,0,10,0,2,3,0,0
1,0,1,2,0,0,0,1,1,1,2,2,0
1,1,1,2,0,0,0,0,0,0,1,0,0
1,1,1,1,0,0,0,1,0,1,2,1,0
1,1,1,3,17,0,0,1,0,1,1,78,31
1,0,5,3,135,36,41,3,0,5,2,44,10
