date,A,B,C,D,E,F,G,H,I,J,K,L,M
2023/1/3 14:18,1,0,1,0,0,0,0,0,0,1,0,0,0
2023/1/3 14:19,0,0,0,2,0,0,0,0,0,0,1,0,0
2023/1/3 14:20,1,0,1,0,0,0,0,1,0,0,0,0,0
2023/1/3 14:21,0,1,0,1,0,0,0,0,0,1,1,0,1
2023/1/3 14:22,0,0,0,1,20,0,0,0,1,0,1,21,7
2023/1/3 14:23,3,0,4,0,75,37,39,3,0,5,1,2,0
2023/1/3 14:24,20,1,17,2,1,8,12,27,0,16,0,0,0
2023/1/3 14:25,3,0,1,0,0,0,0,1,0,1,1,0,0
2023/1/3 14:26,1,0,0,2,0,0,0,1,0,0,1,0,0
2023/1/3 14:27,0,0,1,0,0,0,0,0,0,1,0,0,0
2023/1/3 14:28,1,0,0,1,0,0,0,0,0,0,1,0,0
2023/1/3 14:29,0,0,1,1,0,0,0,1,0,1,0,0,0
2023/1/3 14:30,0,0,0,1,17,0,0,0,0,0,1,25,1
2023/1/3 14:31,2,0,6,0,81,38,31,0,0,6,1,1,0
2023/1/3 14:32,18,1,25,1,0,17,12,17,0,20,0,0,0
2023/1/3 14:33,7,1,0,0,0,0,0,1,0,1,2,0,0
2023/1/3 14:34,0,0,1,2,0,0,0,0,0,0,0,0,0
2023/1/3 14:35,0,0,0,0,0,0,0,1,0,1,0,0,0
2023/1/3 14:36,1,0,1,1,0,0,0,0,0,0,2,0,0
2023/1/3 14:37,0,0,0,2,0,0,0,0,0,0,0,0,0
2023/1/3 14:38,1,0,0,0,13,0,0,1,0,1,0,29,5
2023/1/3 14:39,0,0,4,1,87,35,38,1,0,4,2,2,0
2023/1/3 14:40,17,0,24,1,0,16,11,19,0,22,0,0,0
2023/1/3 14:41,7,0,2,0,0,0,0,4,0,1,0,0,0
2023/1/3 14:42,0,0,0,2,0,0,0,0,0,0,2,0,0
2023/1/3 14:43,0,0,1,0,0,0,0,0,0,0,0,0,0
2023/1/3 14:44,1,0,0,1,0,0,0,1,0,1,0,0,0
2023/1/3 14:45,0,0,0,1,0,0,0,0,0,0,2,0,0
2023/1/3 14:46,1,0,1,0,20,0,0,0,0,0,0,20,1
2023/1/3 14:47,2,0,4,2,76,33,26,1,0,4,0,7,0
2023/1/3 14:48,19,0,23,0,1,18,20,13,0,25,2,0,0
2023/1/3 14:49,5,0,0,1,0,0,0,5,0,0,0,0,0
2023/1/3 14:50,0,1,1,0,0,0,0,1,0,1,0,0,0
2023/1/3 14:51,1,0,0,2,0,0,0,0,0,0,2,0,0
2023/1/3 14:52,0,1,1,1,0,0,0,0,0,0,0,0,0
2023/1/3 14:53,0,0,0,0,0,0,0,1,0,1,0,0,0
2023/1/3 14:54,1,0,0,1,19,0,0,0,0,0,2,29,3
2023/1/3 14:55,0,0,11,1,74,36,36,4,0,3,0,2,0
2023/1/3 14:56,18,0,17,1,4,14,11,19,0,17,0,0,0
2023/1/3 14:57,4,0,3,1,0,0,0,6,0,0,2,0,0
2023/1/3 14:58,0,0,0,0,0,0,0,0,0,1,0,0,1
2023/1/3 14:59,1,0,1,1,0,0,0,0,0,0,0,0,0
2023/1/3 15:00,0,2,0,0,0,0,0,1,0,0,1,0,0
2023/1/3 15:01,1,0,0,2,0,0,0,0,0,1,1,0,0
2023/1/3 15:02,0,0,1,1,22,0,0,0,0,0,0,19,0
2023/1/3 15:03,0,0,6,1,72,34,38,2,0,5,2,0,0
2023/1/3 15:04,17,0,18,0,0,7,15,26,0,20,0,0,0
2023/1/3 15:05,2,1,0,1,0,0,0,2,0,0,0,0,0
2023/1/3 15:06,1,0,1,1,0,0,0,1,0,0,2,0,0
2023/1/3 15:07,0,1,0,1,0,0,0,0,0,1,0,0,0
2023/1/3 15:08,0,0,1,1,0,0,0,0,0,0,1,0,0
2023/1/3 15:09,1,0,0,1,0,0,0,1,0,0,1,0,0
2023/1/3 15:10,0,0,0,1,18,0,0,0,0,1,0,26,0
2023/1/3 15:11,0,0,9,0,78,34,33,2,0,4,1,6,0
2023/1/3 15:12,15,0,17,2,1,12,18,20,0,17,0,0,0
2023/1/3 15:13,6,0,2,0,0,0,0,8,0,2,1,0,0
2023/1/3 15:14,1,0,0,1,0,0,0,0,0,0,1,0,0
2023/1/3 15:15,0,0,1,1,0,0,0,1,0,0,0,1,0
2023/1/3 15:16,0,0,0,0,0,0,0,0,0,1,0,0,0
2023/1/3 15:17,1,0,1,1,0,0,0,0,0,0,2,0,0
2023/1/3 15:18,0,0,0,2,15,0,0,1,0,0,0,32,6
2023/1/3 15:19,1,0,5,0,79,37,32,2,0,6,1,3,0
2023/1/3 15:20,17,0,25,1,1,19,7,11,0,19,1,0,0
2023/1/3 15:21,9,0,1,1,0,0,0,3,0,0,1,0,0
2023/1/3 15:22,1,0,1,1,0,0,0,0,0,1,0,0,0
2023/1/3 15:23,0,0,0,1,0,0,0,1,1,0,1,0,0
2023/1/3 15:24,1,0,1,0,0,0,0,0,0,1,1,0,0
2023/1/3 15:25,0,0,0,2,0,0,0,0,0,0,0,0,0
2023/1/3 15:26,0,0,1,0,20,0,0,0,0,0,1,28,1
2023/1/3 15:27,2,0,9,2,78,38,34,3,0,4,1,5,0
2023/1/3 15:28,15,0,19,0,1,15,12,16,0,23,0,0,0
2023/1/3 15:29,8,0,3,0,0,0,0,2,0,0,1,0,0
2023/1/3 15:30,0,0,0,2,0,0,0,1,0,1,0,0,0
2023/1/3 15:31,0,0,1,0,0,0,0,0,0,0,2,0,0
2023/1/3 15:32,1,0,0,1,0,0,0,0,0,0,0,0,0
2023/1/3 15:33,0,0,1,1,0,0,0,1,0,1,1,0,0
2023/1/3 15:34,1,0,0,1,16,0,0,0,1,0,0,8,6
2023/1/3 15:35,1,1,7,0,81,30,41,0,0,6,1,1,0
2023/1/3 15:36,9,1,17,1,2,7,21,24,0,24,0,0,1
2023/1/3 15:37,4,0,1,2,0,0,0,10,0,0,2,0,0
2023/1/3 15:38,0,0,1,0,0,0,0,0,0,0,0,0,0
2023/1/3 15:39,1,1,0,0,0,0,0,1,0,1,0,0,0
2023/1/3 15:40,0,0,1,2,0,0,0,0,0,0,2,0,0
2023/1/3 15:41,0,0,0,1,0,0,0,0,0,0,0,0,0
2023/1/3 15:42,1,0,1,0,19,0,0,1,0,1,1,19,3
2023/1/3 15:43,0,1,5,1,76,34,30,0,1,6,1,4,0
2023/1/3 15:44,26,0,18,1,3,22,12,16,0,14,0,0,0
2023/1/3 15:45,8,0,1,1,0,0,0,6,0,2,1,0,0
2023/1/3 15:46,0,0,0,1,0,0,0,0,0,0,1,1,0
2023/1/3 15:47,1,0,1,0,0,0,0,0,0,0,0,0,0
2023/1/3 15:48,0,1,0,1,0,0,0,1,0,1,0,0,0
2023/1/3 15:49,1,0,1,1,0,0,0,0,0,0,2,1,0
2023/1/3 15:50,0,0,0,2,19,0,0,0,0,0,0,25,3
2023/1/3 15:51,1,0,4,0,77,39,30,5,0,7,0,0,0
2023/1/3 15:52,18,0,26,0,1,13,15,12,0,18,2,0,0
2023/1/3 15:53,5,0,0,2,0,0,0,4,0,2,0,0,0
2023/1/3 15:54,0,0,1,0,0,0,0,1,0,0,1,0,0
2023/1/3 15:55,0,0,1,0,0,0,0,1,0,0,1,0,0
2023/1/3 15:56,1,1,1,0,0,0,0,1,0,1,0,0,0
2023/1/3 15:57,0,0,0,2,17,0,0,0,0,0,1,22,4
2023/1/3 15:58,1,0,7,0,83,36,41,2,0,6,1,7,0
2023/1/3 15:59,21,0,18,2,3,14,12,19,0,23,0,0,0
2023/1/3 16:00,5,0,1,0,0,0,0,4,0,1,2,0,0
2023/1/3 16:01,1,0,0,1,0,0,0,0,0,0,0,1,0
2023/1/3 16:02,0,1,1,1,0,0,0,1,0,1,0,0,0
2023/1/3 16:03,1,1,0,0,0,0,0,0,0,0,1,1,0
2023/1/3 16:04,0,0,1,2,0,0,0,0,0,0,1,0,0
2023/1/3 16:05,0,0,0,1,22,0,0,1,0,1,0,22,5
2023/1/3 16:06,1,0,8,1,75,35,44,2,1,6,1,2,0
2023/1/3 16:07,13,1,22,0,2,10,10,23,0,15,1,0,0
2023/1/3 16:08,4,0,1,1,0,0,0,7,0,3,1,0,0
2023/1/3 16:09,0,0,0,2,0,0,0,0,0,0,1,0,0
2023/1/3 16:10,1,0,0,0,0,0,0,0,0,1,0,0,0
2023/1/3 16:11,0,0,1,1,0,0,0,1,0,0,2,0,0
2023/1/3 16:12,0,0,0,1,0,0,0,0,0,0,0,0,0
2023/1/3 16:13,1,0,1,1,16,0,0,0,0,1,0,15,1
2023/1/3 16:14,0,0,7,1,82,29,39,3,0,6,2,0,0
2023/1/3 16:15,15,0,14,0,2,10,22,19,0,25,0,0,0
2023/1/3 16:16,2,1,3,2,0,0,0,9,0,2,0,0,0
2023/1/3 16:17,1,0,1,0,0,0,0,0,0,0,2,0,0
2023/1/3 16:18,0,1,0,1,0,0,0,0,0,1,0,0,0
2023/1/3 16:19,0,0,1,1,0,0,0,1,0,0,0,0,0
2023/1/3 16:20,1,0,0,0,0,0,0,0,1,0,0,0,0
2023/1/3 16:21,0,0,1,2,19,0,0,0,0,1,2,25,5
2023/1/3 16:22,2,0,6,1,82,38,35,2,0,8,1,5,0
2023/1/3 16:23,13,0,27,1,3,17,13,15,0,17,1,0,0
2023/1/3 16:24,9,0,1,1,0,0,0,5,0,3,0,0,0
2023/1/3 16:25,0,0,1,1,0,0,0,1,0,0,1,0,0
2023/1/3 16:26,0,1,0,0,0,0,0,0,0,1,1,0,1
2023/1/3 16:27,1,0,0,1,0,0,0,0,0,0,0,0,0
2023/1/3 16:28,0,0,1,1,0,0,0,1,0,0,2,0,0
2023/1/3 16:29,1,0,0,1,21,0,0,0,0,1,0,21,3
2023/1/3 16:30,0,0,5,1,79,31,40,2,0,9,1,2,0
2023/1/3 16:31,24,1,10,1,2,15,16,17,0,23,0,0,0
2023/1/3 16:32,7,0,3,1,0,0,0,5,0,2,1,0,0
2023/1/3 16:33,0,0,0,1,0,0,0,1,0,0,1,0,0
2023/1/3 16:34,1,0,1,0,0,0,0,0,0,1,0,0,0
2023/1/3 16:35,0,0,0,2,0,0,0,0,1,0,0,0,0
2023/1/3 16:36,1,0,1,0,0,0,0,1,0,0,2,0,0
2023/1/3 16:37,0,1,0,1,19,0,0,0,0,1,1,22,9
2023/1/3 16:38,1,0,7,1,81,35,37,1,0,6,1,3,0
2023/1/3 16:39,21,0,16,1,0,14,14,18,0,20,0,0,0
2023/1/3 16:40,5,1,1,1,0,0,0,6,0,2,1,0,0
2023/1/3 16:41,1,0,1,0,0,0,0,0,0,0,1,0,0
2023/1/3 16:42,0,0,0,2,0,0,0,1,0,0,0,0,0
2023/1/3 16:43,0,0,1,0,0,0,0,0,0,1,0,0,0
2023/1/3 16:44,1,0,0,2,0,0,0,0,0,0,2,1,1
2023/1/3 16:45,0,0,1,0,18,0,0,1,0,1,0,24,3
2023/1/3 16:46,2,1,6,0,78,28,35,1,0,5,1,4,0
2023/1/3 16:47,17,1,19,2,2,21,14,18,0,20,1,0,0
2023/1/3 16:48,7,0,0,1,0,0,0,3,0,4,0,1,1
2023/1/3 16:49,1,0,1,1,0,0,0,0,0,0,2,0,0
2023/1/3 16:50,0,1,0,0,0,0,0,0,0,0,0,0,0
2023/1/3 16:51,1,0,1,1,0,0,0,1,0,1,0,0,0
2023/1/3 16:52,0,0,0,1,0,0,0,0,1,0,2,0,0
2023/1/3 16:53,1,0,1,1,14,0,0,1,0,1,0,30,2
2023/1/3 16:54,0,0,5,2,86,37,29,1,1,2,1,5,0
2023/1/3 16:55,20,0,28,0,1,23,12,19,0,14,1,0,0
2023/1/3 16:56,7,0,4,1,0,0,0,6,0,1,0,0,1
2023/1/3 16:57,2,0,2,3,0,0,0,1,0,2,2,1,0
2023/1/3 16:58,1,1,2,3,0,0,0,2,0,1,3,0,0
2023/1/3 16:59,2,0,2,4,0,0,0,1,0,1,3,2,0
2023/1/3 17:00,2,2,2,2,0,0,0,1,0,2,3,0,0
2023/1/3 17:01,1,2,2,5,23,0,0,2,0,1,2,100,34
2023/1/3 17:02,3,0,7,4,114,43,41,4,1,11,3,91,36
2023/1/3 17:03,23,0,35,3,124,55,56,22,0,25,4,40,12
2023/1/3 17:04,28,1,30,4,102,61,58,32,0,32,1,0,1
2023/1/3 17:05,32,1,28,2,0,19,30,30,0,24,5,0,0
2023/1/3 17:06,7,1,2,5,0,0,0,16,0,4,1,0,2
2023/1/3 17:07,2,0,2,3,0,0,0,1,1,1,3,1,0
2023/1/3 17:08,2,0,2,4,0,0,0,2,0,2,3,0,0
2023/1/3 17:09,2,0,2,4,19,0,0,1,0,1,3,88,43
2023/1/3 17:10,1,2,6,2,124,35,40,5,0,9,4,100,27
2023/1/3 17:11,22,1,32,5,122,57,64,27,0,25,1,49,0
2023/1/3 17:12,28,0,24,4,91,57,61,37,1,33,3,14,0
2023/1/3 17:13,35,1,32,2,8,42,8,25,1,23,3,1,0
2023/1/3 17:14,18,0,10,4,0,0,0,2,0,1,3,1,0
2023/1/3 17:15,2,0,2,3,0,0,0,2,1,2,1,0,0
2023/1/3 17:16,1,0,2,5,0,0,0,1,2,1,5,1,0
2023/1/3 17:17,2,0,2,3,25,0,0,1,0,2,3,118,28
2023/1/3 17:18,3,1,10,3,123,42,43,5,0,9,3,67,12
2023/1/3 17:19,20,1,34,4,121,61,61,27,0,26,2,54,0
2023/1/3 17:20,31,1,28,3,93,54,59,28,0,34,3,10,0
2023/1/3 17:21,29,2,34,3,0,38,4,29,0,21,3,1,0
2023/1/3 17:22,17,0,6,4,0,0,0,1,0,1,3,1,0
2023/1/3 17:23,2,1,2,3,0,0,0,2,1,2,2,0,0
2023/1/3 17:24,2,1,2,4,0,0,0,1,1,1,4,0,0
2023/1/3 17:25,1,0,2,4,20,0,0,1,1,2,4,93,26
2023/1/3 17:26,3,2,6,3,119,38,43,2,0,8,2,64,29
2023/1/3 17:27,21,1,35,4,129,60,56,28,0,28,3,60,7
2023/1/3 17:28,28,2,35,3,95,59,61,35,0,30,3,4,1
2023/1/3 17:29,24,0,32,4,0,27,19,26,0,29,2,0,0
2023/1/3 17:30,13,2,5,2,0,0,0,5,0,2,3,0,0
2023/1/3 17:31,1,2,2,5,0,0,0,2,0,1,4,0,0
2023/1/3 17:32,2,0,2,4,0,0,0,1,0,2,3,0,0
2023/1/3 17:33,2,0,2,3,21,0,0,2,0,1,2,100,76
2023/1/3 17:34,3,1,4,4,121,41,38,3,0,9,2,81,41
2023/1/3 17:35,23,1,33,3,118,57,60,25,0,29,3,35,14
2023/1/3 17:36,34,0,27,4,102,57,59,32,0,27,4,0,0
2023/1/3 17:37,25,1,24,3,2,16,36,24,1,36,1,2,0
2023/1/3 17:38,13,0,2,4,0,0,0,13,0,10,5,1,0
2023/1/3 17:39,2,1,2,3,0,0,0,1,0,1,2,0,0
2023/1/3 17:40,1,0,2,4,0,0,0,1,1,2,3,0,0
2023/1/3 17:41,2,2,2,2,19,0,0,2,1,1,3,87,48
2023/1/3 17:42,2,0,7,6,120,37,42,3,0,6,3,61,21
2023/1/3 17:43,18,0,35,2,127,59,56,21,0,36,3,38,7
2023/1/3 17:44,29,0,36,4,100,62,61,32,0,28,2,5,1
2023/1/3 17:45,29,0,29,4,0,29,20,27,1,28,3,0,0
2023/1/3 17:46,14,0,5,3,0,0,0,11,1,1,3,0,1
2023/1/3 17:47,2,2,2,3,0,0,0,1,0,2,3,0,0
2023/1/3 17:48,2,1,2,3,0,0,0,2,1,1,2,0,1
2023/1/3 17:49,1,3,1,4,25,0,0,1,0,2,3,88,40
2023/1/3 17:50,4,0,10,6,110,40,41,3,1,6,4,77,21
2023/1/3 17:51,23,0,30,3,120,55,56,29,0,28,3,78,1
2023/1/3 17:52,27,1,34,3,107,61,60,28,0,32,2,12,0
2023/1/3 17:53,23,1,32,2,1,38,12,32,0,20,4,0,0
2023/1/3 17:54,20,2,10,4,0,0,0,4,0,1,2,0,0
2023/1/3 17:55,1,1,2,5,0,0,0,1,1,1,2,0,0
2023/1/3 17:56,2,1,1,3,0,0,0,2,0,2,4,0,0
2023/1/3 17:57,2,0,2,4,24,0,0,1,0,1,2,101,33
2023/1/3 17:58,2,1,6,1,121,37,43,3,0,11,4,83,14
2023/1/3 17:59,28,1,26,5,126,58,58,22,0,29,2,65,0
2023/1/3 18:00,32,0,31,5,86,62,61,34,0,33,3,15,0
2023/1/3 18:01,31,0,26,3,5,42,1,28,0,15,4,1,0
2023/1/3 18:02,19,1,16,2,0,0,0,1,0,2,2,0,0
2023/1/3 18:03,2,0,2,4,0,0,0,2,0,1,3,1,0
2023/1/3 18:04,1,0,1,3,0,0,0,1,0,2,3,0,0
2023/1/3 18:05,2,1,2,4,21,0,0,1,0,1,3,104,22
2023/1/3 18:06,2,2,10,4,117,39,40,2,0,12,2,101,16
2023/1/3 18:07,21,0,27,3,116,58,59,21,0,34,3,49,2
2023/1/3 18:08,35,1,33,4,111,55,57,31,0,32,3,6,0
2023/1/3 18:09,31,1,20,3,0,32,25,21,0,30,4,0,0
2023/1/3 18:10,17,1,6,4,0,0,0,11,0,2,2,2,1
2023/1/3 18:11,2,1,2,3,0,0,0,2,1,1,3,0,0
2023/1/3 18:12,2,1,1,4,0,0,0,1,0,1,3,1,0
2023/1/3 18:13,1,0,2,4,20,0,0,2,0,2,2,83,39
2023/1/3 18:14,2,1,7,3,128,41,44,5,0,6,3,83,17
2023/1/3 18:15,29,0,30,4,118,59,58,25,0,26,2,75,2
2023/1/3 18:16,30,1,26,2,97,52,58,40,0,22,3,16,0
2023/1/3 18:17,29,0,30,4,2,39,14,29,0,28,4,1,0
2023/1/3 18:18,17,1,10,4,0,0,0,6,0,1,3,0,0
2023/1/3 18:19,1,1,1,3,0,0,0,1,0,2,3,0,0
2023/1/3 18:20,2,1,2,4,0,0,0,1,0,1,3,0,0
2023/1/3 18:21,2,1,2,4,22,0,0,2,0,2,2,91,34
2023/1/3 18:22,1,1,6,3,123,40,39,2,0,8,3,47,37
2023/1/3 18:23,24,1,30,3,127,59,61,29,0,30,4,23,9
2023/1/3 18:24,38,0,30,5,94,66,62,28,1,29,2,2,1
2023/1/3 18:25,32,0,21,4,0,3,36,37,0,28,4,1,0
2023/1/3 18:26,2,0,1,3,0,0,0,10,1,11,2,0,2
2023/1/3 18:27,2,2,2,2,0,0,0,1,0,1,3,1,0
2023/1/3 18:28,1,1,2,4,0,0,0,2,0,2,3,0,0
2023/1/3 18:29,2,0,2,3,25,0,0,1,0,1,1,107,30
2023/1/3 18:30,3,1,10,4,115,41,43,3,0,10,4,78,40
2023/1/3 18:31,29,2,25,3,117,56,56,26,1,28,3,55,7
2023/1/3 18:32,25,1,30,4,102,51,57,23,1,38,3,0,0
2023/1/3 18:33,31,0,23,4,4,22,37,26,0,30,2,1,0
2023/1/3 18:34,10,1,1,4,0,0,0,15,0,9,4,1,0
2023/1/3 18:35,2,0,2,4,0,0,0,1,1,1,3,0,0
2023/1/3 18:36,2,2,2,2,0,0,0,2,1,2,2,0,0
2023/1/3 18:37,1,1,2,4,17,0,0,1,0,1,2,103,50
2023/1/3 18:38,2,0,9,4,121,37,41,3,1,7,3,53,27
2023/1/3 18:39,23,1,27,4,126,56,62,28,1,29,4,22,15
2023/1/3 18:40,32,0,29,3,100,58,62,35,0,26,3,4,1
2023/1/3 18:41,26,0,24,4,0,19,29,30,0,33,3,0,0
2023/1/3 18:42,14,1,2,2,0,0,0,13,0,4,2,0,0
2023/1/3 18:43,1,2,2,4,0,0,0,2,0,2,4,0,0
2023/1/3 18:44,2,0,2,4,0,0,0,1,0,1,2,0,0
2023/1/3 18:45,2,0,2,4,21,0,0,1,0,2,4,83,35
2023/1/3 18:46,1,2,8,3,122,38,43,3,0,11,2,92,40
2023/1/3 18:47,29,2,26,2,119,59,56,20,0,35,3,70,3
2023/1/3 18:48,33,0,27,5,99,53,63,26,0,33,3,5,0
2023/1/3 18:49,26,1,29,3,2,34,17,34,1,23,1,0,0
2023/1/3 18:50,14,1,8,4,0,0,0,7,1,1,5,2,0
2023/1/3 18:51,2,1,2,2,0,0,0,2,0,2,2,0,1
2023/1/3 18:52,1,0,2,6,0,0,0,1,1,1,2,1,1
2023/1/3 18:53,2,1,2,2,15,0,0,2,0,1,4,86,33
2023/1/3 18:54,1,0,4,5,115,33,42,2,0,7,3,61,18
2023/1/3 18:55,22,0,25,2,127,58,54,24,0,30,3,46,0
2023/1/3 18:56,33,1,29,1,108,55,67,33,0,31,1,8,0
2023/1/3 18:57,26,0,32,4,0,35,20,32,0,25,2,0,0
2023/1/3 18:58,16,0,4,1,0,0,0,6,0,2,1,1,0
2023/1/3 18:59,1,1,1,2,0,0,0,1,1,1,2,0,0
2023/1/3 19:00,1,0,1,3,0,0,0,1,1,1,2,1,0
2023/1/3 19:01,1,1,1,2,17,0,0,1,0,1,1,66,26
2023/1/3 19:02,1,0,4,2,130,35,41,4,0,7,3,35,3
2023/1/3 19:03,26,0,32,2,91,59,57,23,0,29,2,0,0
2023/1/3 19:04,23,1,25,3,0,25,21,30,0,26,1,0,0
2023/1/3 19:05,15,0,1,2,0,0,0,6,0,0,2,1,0
2023/1/3 19:06,1,0,2,1,0,0,0,1,0,1,1,0,0
2023/1/3 19:07,1,0,1,2,0,0,0,1,0,1,2,0,0
2023/1/3 19:08,1,2,1,3,0,0,0,1,0,1,2,0,1
2023/1/3 19:09,1,0,1,2,21,0,0,0,0,1,2,85,16
2023/1/3 19:10,1,0,7,1,133,36,45,2,0,8,0,60,2
2023/1/3 19:11,23,0,24,3,83,56,62,26,0,29,3,0,0
2023/1/3 19:12,29,1,26,1,0,23,15,39,0,21,1,0,0
2023/1/3 19:13,12,1,1,3,0,0,0,4,0,0,2,0,0
2023/1/3 19:14,1,1,2,2,0,0,0,1,0,1,1,0,0
2023/1/3 19:15,1,0,1,2,0,0,0,0,0,1,3,0,0
2023/1/3 19:16,1,1,1,2,0,0,0,1,0,1,1,0,1
2023/1/3 19:17,1,0,1,3,19,0,0,1,0,1,3,61,35
2023/1/3 19:18,1,0,3,2,140,36,45,5,1,4,0,30,6
2023/1/3 19:19,19,0,36,2,79,61,61,31,1,27,2,1,1
2023/1/3 19:20,26,1,29,3,0,16,18,26,0,28,3,1,0
2023/1/3 19:21,6,0,1,2,0,0,0,9,0,1,2,1,0
2023/1/3 19:22,1,0,2,1,0,0,0,1,0,0,1,0,0
2023/1/3 19:23,1,0,1,3,0,0,0,1,0,1,1,0,0
2023/1/3 19:24,1,0,1,1,0,0,0,1,0,1,1,0,0
2023/1/3 19:25,1,2,1,2,20,0,0,1,0,1,3,84,17
2023/1/3 19:26,1,0,3,3,139,38,41,2,0,9,2,50,0
2023/1/3 19:27,21,1,30,1,80,61,65,23,0,32,2,0,0
2023/1/3 19:28,29,0,33,3,0,22,11,35,0,17,1,0,0
2023/1/3 19:29,11,0,1,2,0,0,0,5,1,1,2,0,0
2023/1/3 19:30,1,0,2,2,0,0,0,1,0,1,1,0,0
2023/1/3 19:31,1,0,1,2,0,0,0,1,0,0,3,1,0
2023/1/3 19:32,1,2,1,2,0,0,0,1,0,1,0,0,2
2023/1/3 19:33,1,0,1,3,17,0,0,1,0,1,3,92,26
2023/1/3 19:34,1,0,4,2,131,32,38,1,0,9,2,37,3
2023/1/3 19:35,16,0,28,3,89,60,66,22,0,28,2,0,0
2023/1/3 19:36,34,1,29,1,0,15,26,37,0,25,2,1,0
2023/1/3 19:37,2,0,1,2,0,0,0,13,0,2,1,0,0
2023/1/3 19:38,1,1,1,2,0,0,0,1,0,1,2,0,0
2023/1/3 19:39,1,0,2,2,0,0,0,1,0,0,1,0,1
2023/1/3 19:40,1,0,1,3,0,0,0,0,1,1,3,0,0
2023/1/3 19:41,1,0,1,1,15,0,0,1,0,1,0,70,33
2023/1/3 19:42,1,0,7,3,135,33,39,2,0,7,3,48,8
2023/1/3 19:43,17,0,33,2,86,63,63,22,0,35,1,5,0
2023/1/3 19:44,27,1,35,1,0,28,10,27,0,22,2,0,0
2023/1/3 19:45,10,0,2,3,0,0,0,4,0,1,2,0,0
2023/1/3 19:46,1,0,1,3,0,0,0,0,0,1,2,0,0
2023/1/3 19:47,1,0,1,2,0,0,0,1,0,0,2,1,0
2023/1/3 19:48,1,0,2,2,0,0,0,1,0,1,1,0,0
2023/1/3 19:49,1,0,1,2,18,0,0,1,0,1,2,98,23
2023/1/3 19:50,2,1,5,1,124,37,42,5,0,7,1,52,3
2023/1/3 19:51,23,0,30,3,96,59,58,25,1,25,1,2,0
2023/1/3 19:52,34,0,21,3,0,27,15,38,0,19,3,0,0
2023/1/3 19:53,15,0,1,2,0,0,0,2,0,1,2,1,1
2023/1/3 19:54,1,0,1,1,0,0,0,1,0,1,2,0,0
2023/1/3 19:55,1,1,1,2,0,0,0,1,0,0,1,0,0
2023/1/3 19:56,1,0,2,2,0,0,0,1,0,1,1,0,0
2023/1/3 19:57,1,0,1,2,15,0,0,1,0,1,2,76,19
2023/1/3 19:58,1,0,5,4,124,38,40,3,0,7,2,36,5
2023/1/3 19:59,28,0,28,1,97,57,59,17,0,33,2,0,0
2023/1/3 20:00,27,0,28,2,0,21,21,31,1,24,1,0,0
2023/1/3 20:01,6,1,1,2,0,0,0,11,0,1,2,0,0
2023/1/3 20:02,1,0,1,2,0,0,0,1,0,1,2,0,0
2023/1/3 20:03,1,1,1,2,0,0,0,1,0,1,1,0,0
2023/1/3 20:04,1,0,2,3,0,0,0,1,0,0,2,0,0
2023/1/3 20:05,1,0,1,2,23,0,0,0,0,1,2,69,30
2023/1/3 20:06,2,1,4,1,136,42,45,3,1,8,2,34,3
2023/1/3 20:07,30,0,28,3,81,57,61,21,0,32,2,1,1
2023/1/3 20:08,25,1,25,2,0,12,23,32,0,34,1,0,0
2023/1/3 20:09,4,0,1,2,0,0,0,6,0,1,2,0,0
2023/1/3 20:10,1,1,1,1,0,0,0,1,0,1,2,0,1
2023/1/3 20:11,1,1,1,3,0,0,0,0,0,1,1,0,0
2023/1/3 20:12,1,0,2,2,0,0,0,1,0,1,2,1,0
2023/1/3 20:13,1,1,1,2,19,0,0,1,0,0,2,74,18
2023/1/3 20:14,1,0,5,3,121,39,41,5,0,8,1,48,1
2023/1/3 20:15,22,2,30,0,98,49,63,21,0,37,2,0,0
2023/1/3 20:16,26,0,24,4,0,22,24,27,0,30,2,0,0
2023/1/3 20:17,9,0,1,2,0,0,0,6,0,1,2,0,0
2023/1/3 20:18,1,0,1,1,0,0,0,1,0,1,1,1,0
2023/1/3 20:19,1,0,1,4,0,0,0,1,1,1,3,0,0
2023/1/3 20:20,1,1,1,2,0,0,0,1,0,0,2,0,0
2023/1/3 20:21,1,1,2,1,13,0,0,1,0,1,0,73,22
2023/1/3 20:22,2,0,5,3,132,38,40,3,1,6,2,51,5
2023/1/3 20:23,21,0,31,2,93,57,63,22,0,32,2,4,0
2023/1/3 20:24,30,0,29,1,0,25,15,30,1,28,1,1,0
2023/1/3 20:25,7,1,3,2,0,0,0,3,0,1,2,0,0
2023/1/3 20:26,1,1,1,2,0,0,0,1,0,1,1,2,0
2023/1/3 20:27,1,1,1,3,0,0,0,1,0,1,3,1,0
2023/1/3 20:28,1,1,1,2,0,0,0,1,0,1,2,0,0
2023/1/3 20:29,1,1,2,1,19,0,0,1,0,0,2,94,32
2023/1/3 20:30,1,0,5,3,114,36,37,1,1,6,1,30,7
2023/1/3 20:31,22,2,32,1,105,58,59,27,0,20,1,0,0
2023/1/3 20:32,24,0,24,3,1,13,36,35,0,34,2,0,0
2023/1/3 20:33,6,0,1,3,0,0,0,12,0,4,2,0,0
2023/1/3 20:34,1,0,1,2,0,0,0,1,1,1,1,0,1
