A,B,C,D,E,F,G,H,I,J,K,L,M
11,2,2,1,6,1,0,5,2,6,9,3,2
5,2,3,9,35,8,7,9,2,3,8,0,0
6,1,9,4,17,19,14,11,2,7,10,1,0
19,2,18,7,2,7,3,10,5,6,8,0,0
2,3,5,10,2,1,1,7,1,11,7,5,1
4,1,4,11,33,7,4,5,4,9,10,1,0
9,1,10,7,25,19,14,7,2,12,10,1,0
12,2,12,9,0,11,5,10,4,13,11,0,0
12,1,4,7,4,0,0,7,2,5,10,2,4
6,1,1,9,40,8,7,2,2,3,11,0,1
4,1,9,3,16,12,23,9,2,13,10,0,0
9,2,14,3,0,5,5,11,3,12,8,0,0
5,3,6,9,4,0,0,9,2,2,6,7,1
6,0,4,10,42,10,5,6,3,5,8,1,0
7,4,11,8,14,17,18,10,2,7,10,0,0
7,1,13,8,0,5,5,16,2,16,9,2,0
8,2,12,3,4,0,0,6,3,7,10,3,1
4,3,2,11,39,6,7,5,1,8,10,0,0
7,2,15,10,17,19,18,10,2,8,11,4,1
11,3,9,10,0,5,5,16,2,10,11,0,1
5,1,5,9,6,0,0,8,3,5,9,2,4
8,1,5,8,39,7,11,7,2,5,12,3,0
5,0,13,9,15,12,20,6,3,17,11,1,2
10,2,9,9,0,3,7,10,2,13,10,1,1
4,0,9,10,7,0,0,5,1,6,5,3,1
3,5,6,8,37,9,8,3,3,4,6,1,0
9,2,11,8,16,19,18,12,1,11,10,0,0
17,5,9,10,0,4,2,8,2,11,6,0,0
7,2,2,9,6,0,0,7,1,4,7,6,3
4,1,6,9,42,6,8,5,0,2,9,1,0
8,6,8,6,10,22,15,10,2,18,7,2,0
10,5,16,8,2,4,5,13,0,10,10,0,0
9,2,7,10,8,0,0,8,5,4,9,10,2
4,1,6,10,33,12,5,10,0,5,11,0,0
8,2,14,10,18,12,18,6,1,11,12,1,3
10,1,8,7,1,8,5,9,3,11,11,1,1
12,4,5,8,5,0,0,10,0,2,10,6,1
11,6,7,9,44,7,8,6,2,3,10,1,0
6,3,14,12,11,22,15,10,2,10,7,2,1
7,1,14,11,0,3,5,8,1,7,8,1,0
8,2,3,11,9,0,0,3,0,5,5,9,0
5,4,7,6,32,12,5,2,3,4,4,1,0
11,2,17,9,19,18,13,6,1,7,5,0,0
16,0,7,10,0,2,10,8,1,9,8,2,1
6,1,2,10,5,0,0,13,0,9,6,1,1
6,0,1,12,35,8,8,4,1,5,7,1,0
6,4,9,3,20,17,17,12,3,11,10,0,0
12,2,9,6,0,5,5,16,2,7,10,0,2
5,1,5,7,1,0,0,7,1,8,10,2,2
4,2,2,5,43,6,5,7,3,6,11,0,1
8,1,8,8,14,17,21,12,2,7,11,0,0
11,0,5,6,2,7,2,15,1,6,10,1,0
6,0,8,3,3,0,2,7,1,2,10,6,3
5,0,6,8,44,7,5,4,1,8,6,1,0
3,1,8,5,12,21,19,8,1,9,8,0,1
16,3,15,6,1,5,3,12,2,11,8,0,1
8,3,5,7,5,0,0,6,3,8,5,3,1
7,2,2,11,38,7,9,2,2,7,10,1,0
11,1,10,10,14,16,16,11,3,11,11,1,1
15,0,5,10,3,1,9,10,3,6,9,2,2
4,2,5,8,4,0,2,14,0,5,10,5,2
5,2,8,8,42,6,8,11,0,4,9,2,1
6,2,6,10,14,15,24,9,1,15,7,0,1
16,2,12,10,0,4,2,10,3,11,8,0,0
12,4,1,11,5,1,0,5,2,5,10,3,2
8,1,8,10,36,7,6,2,2,2,7,2,1
8,4,12,10,16,14,17,10,0,11,5,1,0
12,1,6,11,3,5,11,18,1,7,10,0,0
6,2,2,10,3,0,0,4,0,11,10,5,2
6,1,7,6,36,5,5,2,1,3,4,2,2
4,2,6,7,20,16,19,5,1,11,6,1,0
6,1,16,8,1,3,11,11,3,19,9,2,0
5,2,2,7,7,0,1,8,2,5,8,6,3
5,2,1,6,34,9,9,2,1,4,8,0,0
7,1,14,7,17,15,15,9,2,14,4,0,1
10,3,13,6,2,7,3,7,2,12,10,1,0
7,1,2,10,9,0,2,2,0,6,8,5,2
6,1,5,6,37,8,9,6,2,3,7,0,0
7,2,11,9,13,22,13,10,2,9,7,0,2
20,1,10,9,1,3,5,8,0,9,8,0,1
10,2,5,10,4,0,0,8,1,7,5,1,0
8,4,4,9,39,3,11,4,5,2,7,1,0
5,1,13,9,14,19,13,15,2,13,10,0,0
9,0,5,11,3,7,7,12,2,5,10,1,0
11,0,5,4,6,0,0,5,2,8,8,1,1
4,0,7,9,29,7,6,6,2,3,9,2,0
9,2,13,8,23,14,18,14,3,13,7,1,0
8,2,10,10,2,4,10,12,3,7,11,1,2
7,3,9,11,5,0,1,9,2,11,10,4,2
9,1,4,11,39,8,5,6,1,3,9,0,0
10,1,10,10,15,18,19,10,2,13,10,1,0
12,2,9,11,1,4,6,12,1,11,9,1,1
7,0,7,9,4,0,0,4,4,4,9,3,1
3,2,9,9,38,7,5,4,2,5,8,0,1
7,3,7,8,18,17,19,12,0,10,9,0,2
8,1,10,10,0,7,5,10,0,7,9,2,0
14,2,5,4,5,0,0,8,0,5,8,3,1
3,2,4,8,36,8,8,0,2,2,4,0,1
2,1,15,9,18,16,18,4,2,11,3,0,0
8,1,9,6,1,5,4,9,1,16,4,3,0
7,3,7,5,5,0,1,4,1,3,8,4,0
6,2,4,8,42,6,9,3,1,4,5,1,0
7,3,8,8,13,21,17,6,0,7,8,0,0
13,2,11,8,0,5,2,19,1,8,3,0,0
4,1,9,7,3,0,0,10,3,7,8,4,0
5,3,4,5,39,8,8,3,5,2,10,0,1
7,3,8,9,17,18,15,7,2,16,11,0,0
13,1,17,8,1,2,8,11,2,9,9,0,0
6,2,1,11,6,0,1,6,0,3,8,4,3
4,0,5,10,43,7,9,3,0,2,5,0,0
8,1,9,6,11,21,18,10,1,12,3,1,1
12,2,15,4,0,2,3,13,4,8,4,1,0
4,5,3,10,7,0,0,5,3,6,11,2,2
8,0,7,9,34,9,7,7,2,6,8,1,0
11,8,12,5,16,11,18,7,3,10,11,0,0
12,2,9,12,3,7,7,9,1,10,9,1,0
9,5,3,11,6,0,1,9,0,6,7,4,3
5,0,7,10,29,8,5,6,2,4,6,1,1
7,2,9,10,24,10,22,12,1,9,10,3,0
7,1,11,12,1,9,6,19,1,12,10,1,2
9,3,3,7,9,0,0,5,0,6,11,3,2
4,1,6,9,34,9,9,6,4,4,8,1,0
7,2,14,4,17,18,13,13,2,8,9,4,1
12,3,16,11,0,7,4,10,3,5,9,0,0
8,2,5,10,3,0,0,6,1,6,8,2,1
6,0,6,10,36,5,9,3,1,2,6,2,1
7,3,11,10,21,20,15,9,0,10,6,1,2
9,3,9,10,0,3,8,10,1,8,4,0,0
10,0,7,6,5,0,0,11,0,9,8,1,1
1,0,8,11,36,5,7,3,2,6,12,2,0
6,2,10,7,17,11,22,7,1,10,9,0,1
9,2,10,12,2,7,6,13,1,10,5,1,1
7,1,5,8,3,0,2,7,0,3,7,5,1
3,1,2,7,38,9,5,7,0,0,3,0,0
11,3,15,4,17,15,16,4,2,13,7,1,2
16,2,8,11,2,5,9,10,1,9,3,0,0
6,2,1,10,4,0,1,8,1,5,10,7,4
3,1,3,9,45,5,11,5,1,3,5,0,1
8,0,11,4,11,17,21,16,1,12,8,0,1
10,3,10,7,0,3,3,18,4,11,8,2,1
4,2,5,9,5,0,0,5,3,8,11,6,0
4,1,1,7,37,4,8,3,0,6,12,1,0
8,1,9,6,16,15,20,7,0,16,11,1,0
15,3,9,8,2,5,7,16,1,12,9,1,0
2,4,6,9,9,0,1,7,2,10,11,7,2
3,1,5,7,31,10,9,7,3,4,11,2,1
7,0,14,6,20,18,12,13,0,10,10,0,0
16,1,9,6,0,4,7,11,2,8,9,1,0
8,2,4,11,6,0,0,8,5,7,7,5,2
4,1,7,11,38,7,7,3,1,8,11,1,0
4,4,9,7,15,14,22,10,2,17,11,0,0
14,2,9,8,1,4,6,14,4,10,11,0,1
5,0,7,11,2,0,0,4,0,4,11,6,1
5,1,3,7,38,10,4,5,1,2,9,0,2
9,1,15,9,19,16,15,11,0,8,7,1,0
12,5,12,6,1,9,5,10,3,12,6,0,0
11,1,7,10,5,1,0,4,3,5,10,1,2
7,4,2,10,42,8,6,5,2,4,8,0,0
6,0,12,11,12,13,25,4,3,12,6,0,1
14,2,9,12,1,3,5,13,3,16,6,1,0
7,4,6,10,7,0,0,2,1,4,8,2,4
4,2,8,8,36,6,10,6,0,3,7,2,0
9,1,6,9,17,15,20,5,1,23,4,0,0
8,1,6,10,0,3,6,8,2,9,8,0,0
7,1,4,4,10,0,0,6,2,3,9,3,2
4,0,4,8,33,10,8,2,1,4,3,0,0
9,1,8,7,17,13,18,4,1,13,5,2,0
12,3,10,7,0,5,6,11,1,11,5,1,0
8,3,10,9,6,0,0,8,2,6,7,0,0
3,1,2,10,39,8,9,2,1,7,10,3,1
4,0,11,7,15,22,12,7,2,15,5,0,1
15,1,8,7,0,4,5,7,1,5,10,0,0
8,0,10,6,8,0,0,13,0,1,7,3,1
1,1,6,8,35,11,8,5,4,2,7,1,0
13,2,11,10,17,8,22,15,3,13,7,2,0
6,6,11,7,0,3,8,17,3,10,10,2,0
6,2,3,9,3,0,0,6,1,10,11,1,3
4,2,4,12,38,4,6,3,2,3,11,1,2
5,1,8,6,19,13,23,12,0,13,10,1,2
8,4,10,7,0,7,6,11,2,11,9,0,0
7,1,6,10,3,0,1,8,0,5,8,1,2
9,0,1,6,36,8,8,6,1,10,8,2,0
11,0,4,10,21,14,15,11,0,11,9,0,0
9,0,10,8,0,3,12,11,2,19,12,1,0
6,1,7,1,4,0,0,9,3,7,11,4,3
4,4,3,7,44,7,5,3,2,4,10,0,3
11,4,8,10,11,19,21,10,1,8,11,0,1
17,0,8,10,1,2,6,14,1,13,11,1,1
8,1,6,10,5,0,0,5,0,6,7,4,5
6,2,6,10,42,5,3,5,1,4,8,1,1
5,1,13,10,12,21,22,4,2,10,7,2,1
17,4,6,10,1,2,7,14,0,10,7,1,0
8,4,4,7,5,0,0,6,2,12,5,3,1
6,2,6,11,40,6,5,1,3,5,9,2,0
6,1,11,7,14,25,17,8,0,12,11,1,0
12,1,13,11,1,5,1,10,1,11,7,0,0
11,2,4,8,3,0,1,2,0,5,10,4,2
2,0,6,6,47,7,7,7,1,3,7,0,1
8,2,12,6,10,22,16,8,1,8,8,2,0
10,3,18,9,0,4,4,16,1,9,7,0,0
7,3,10,10,3,0,0,6,2,5,10,3,3
5,3,6,11,40,7,6,6,2,5,9,0,0
8,2,13,11,17,14,23,6,3,15,10,1,0
11,0,9,9,0,5,5,10,1,11,7,1,1
9,0,5,12,6,0,0,8,1,5,7,2,1
3,1,6,11,38,3,14,10,2,4,6,1,2
4,0,14,10,15,16,16,14,4,12,11,1,0
7,2,12,9,1,4,7,11,3,9,6,1,0
7,2,9,8,7,0,0,6,2,7,10,7,1
5,5,4,11,33,10,6,6,3,6,10,1,0
7,0,12,12,20,18,13,6,1,10,10,0,0
10,1,14,5,0,6,7,9,1,13,10,2,2
9,1,6,11,5,0,0,6,2,6,9,2,1
6,0,2,11,40,9,3,2,0,8,7,0,0
5,0,10,6,15,29,12,4,2,8,6,0,0
26,2,15,7,0,3,4,17,1,7,10,0,0
5,1,4,10,5,0,0,7,1,3,11,4,1
2,1,4,6,38,7,7,6,1,5,10,1,1
9,1,12,6,17,18,18,7,2,13,10,0,4
9,2,12,10,0,5,5,13,1,11,10,1,0
7,0,5,10,3,0,0,5,2,5,7,3,4
4,0,3,6,43,3,6,8,2,5,9,0,1
4,1,5,6,11,23,20,6,1,14,11,0,0
16,0,10,4,3,1,6,18,1,10,9,0,0
6,2,11,6,3,0,1,6,1,7,11,2,0
5,5,7,9,38,4,5,4,4,4,9,1,1
10,1,11,12,18,19,17,8,2,10,6,1,0
9,0,11,9,1,6,9,4,3,13,10,2,1
6,2,4,11,5,0,0,10,1,9,8,1,2
8,1,0,10,36,6,6,7,1,8,8,2,0
7,0,8,6,17,13,21,5,1,10,11,1,1
10,0,8,5,2,8,6,13,1,10,8,0,0
8,1,14,9,3,0,0,10,1,4,4,1,2
2,4,5,8,44,4,10,5,2,6,9,0,2
7,3,11,11,13,16,21,5,3,15,7,1,0
9,3,7,8,0,5,4,13,1,13,10,1,1
13,2,3,7,4,0,0,6,1,3,6,5,1
4,1,3,11,37,6,6,5,2,4,9,0,0
3,1,8,8,19,19,17,9,3,10,10,0,2
9,0,17,3,0,8,4,15,1,10,9,1,0
7,1,6,9,3,0,0,6,3,4,8,2,2
3,1,2,5,34,9,8,4,2,8,8,4,1
12,3,13,2,23,11,19,10,3,6,9,1,0
5,4,9,12,0,9,4,14,0,15,12,0,1
6,0,8,8,5,0,0,5,0,2,7,3,3
4,0,5,8,36,8,6,3,2,7,7,0,0
10,4,7,5,17,18,16,11,4,9,7,0,0
8,0,13,11,2,4,7,8,2,11,9,1,1
8,3,5,3,4,0,1,4,1,6,8,2,1
8,3,7,8,35,4,11,2,1,3,4,0,1
5,0,9,11,21,14,16,12,1,14,4,0,0
12,3,9,9,0,8,7,7,3,11,7,3,0
13,1,4,10,5,0,0,4,0,9,10,2,2
1,4,7,11,36,10,8,7,1,4,10,2,0
6,2,10,8,17,15,17,10,2,15,6,0,0
11,1,11,8,2,2,7,10,4,7,9,0,1
5,1,2,6,6,0,1,8,2,4,7,3,0
2,2,7,7,37,8,5,5,1,3,8,1,0
4,1,8,5,16,16,23,10,1,11,9,0,0
11,1,11,7,1,5,3,22,2,11,9,1,0
8,1,4,7,3,0,0,7,3,6,10,4,2
7,5,3,5,41,6,5,3,3,3,11,1,0
8,0,8,10,16,17,21,8,2,10,9,0,2
15,3,6,6,0,3,8,12,1,12,6,1,1
12,2,5,9,6,0,0,8,1,3,6,6,0
6,4,5,10,36,6,8,4,1,6,10,0,0
4,2,12,11,17,17,18,10,0,13,8,2,0
9,0,12,9,1,2,9,8,3,19,9,2,0
6,1,5,10,5,0,0,6,3,7,8,3,1
4,6,5,5,37,7,2,5,4,6,10,1,1
4,1,6,10,16,21,18,2,1,12,10,1,1
18,0,11,7,2,4,7,13,1,9,6,2,1
10,0,5,8,10,0,1,8,1,6,7,0,4
8,1,9,8,35,6,15,6,6,4,7,2,2
5,2,9,10,15,15,15,14,0,19,12,0,1
12,2,11,12,0,5,4,11,4,9,11,0,0
5,3,3,10,5,0,0,7,1,4,11,2,3
4,1,9,2,37,9,11,8,3,4,10,3,0
8,1,8,11,17,11,16,12,4,10,10,0,0
6,3,10,8,1,4,8,15,1,13,10,1,0
4,2,4,4,4,0,1,5,0,5,12,4,0
5,2,3,9,37,7,5,6,1,6,7,2,1
7,2,14,6,17,20,13,9,2,12,6,1,0
9,1,16,10,2,11,2,10,3,9,11,0,0
7,3,6,7,2,2,0,7,3,7,10,2,2
4,2,5,5,40,7,6,7,3,4,11,1,1
5,0,11,7,18,16,20,9,3,8,11,1,1
9,0,7,7,0,5,6,10,2,9,10,1,0
8,1,4,5,5,0,0,7,1,4,6,3,0
4,1,3,5,39,9,10,5,0,10,6,1,0
7,2,13,5,16,19,14,9,1,9,11,0,0
9,3,12,5,0,2,6,14,1,10,10,0,1
7,1,1,8,5,0,0,4,3,5,8,1,1
2,3,6,7,41,7,7,3,1,4,5,0,0
9,1,9,7,13,23,15,7,4,7,4,0,0
16,1,12,9,1,3,5,11,1,5,6,2,0
8,3,4,6,4,0,0,7,2,6,7,2,2
5,1,6,12,38,7,7,6,2,9,9,0,0
4,1,5,7,18,13,23,10,1,9,10,0,2
12,1,9,8,0,5,5,18,2,14,8,0,0
11,1,4,10,4,0,0,7,2,6,11,1,1
2,2,6,4,39,4,5,6,1,1,11,1,2
3,2,14,8,17,16,22,6,1,10,7,0,1
10,0,14,9,0,6,7,19,1,11,7,2,0
7,1,1,10,3,0,0,7,4,4,10,2,3
4,0,4,7,39,5,9,5,2,7,7,2,0
4,1,14,6,17,15,19,8,4,16,10,0,0
10,1,10,8,1,7,5,16,4,6,9,0,0
7,0,7,10,6,0,0,5,2,4,10,2,4
5,0,10,7,33,6,7,6,0,4,8,0,0
6,1,10,12,20,15,18,9,0,12,8,0,1
14,3,10,9,1,4,10,11,0,15,8,0,0
9,1,5,11,3,0,0,6,0,7,7,2,2
3,2,1,11,33,5,8,3,2,5,9,1,0
11,1,9,7,24,16,16,10,1,13,7,0,0
8,2,9,10,0,9,6,7,4,5,3,1,0
16,2,6,9,8,0,0,11,2,6,10,5,3
5,3,7,7,41,11,10,4,4,5,9,0,0
7,2,8,9,10,16,14,6,1,10,10,1,0
8,1,17,6,1,2,7,16,1,5,5,0,2
6,2,5,8,4,0,0,2,1,12,5,2,1
5,3,9,10,38,7,6,4,1,1,9,2,0
6,3,19,10,18,16,19,11,0,9,8,1,0
10,6,12,11,0,8,4,12,0,12,11,0,0
6,2,5,11,3,0,0,9,1,6,9,5,2
4,0,4,11,39,7,7,2,1,4,7,0,1
4,3,18,6,18,17,18,11,2,13,7,0,1
8,1,7,9,0,5,6,10,2,9,10,0,1
5,1,4,8,5,0,0,4,2,7,9,6,3
1,2,5,1,43,10,4,5,1,6,4,1,2
9,1,11,7,11,20,19,10,2,12,12,1,0
12,0,12,7,1,3,4,8,3,10,10,0,0
8,2,7,7,8,0,0,5,1,2,7,7,0
9,2,5,10,34,9,6,6,1,4,6,1,1
8,2,15,10,17,19,13,10,1,8,5,1,0
12,1,6,11,1,3,10,14,2,5,11,0,0
6,3,2,11,8,0,0,11,1,8,9,5,2
5,0,6,5,33,8,8,3,2,5,7,1,0
7,2,12,6,19,11,19,6,3,11,9,0,2
8,1,12,11,0,10,4,11,0,12,5,0,2
7,2,7,8,3,0,0,3,1,5,6,2,0
7,1,6,7,35,6,5,3,0,3,6,1,0
6,2,5,11,22,18,15,10,1,10,7,0,0
13,4,19,5,0,7,9,6,1,7,6,1,1
10,3,6,9,5,0,0,7,0,8,4,2,0
6,3,11,10,39,5,10,3,3,3,7,1,1
5,5,9,10,16,25,10,9,1,8,7,0,1
17,3,14,11,0,5,5,10,1,9,7,2,1
9,1,4,10,8,0,0,4,1,9,7,2,1
6,0,1,10,32,10,9,5,3,5,8,1,0
7,1,11,11,18,17,13,13,1,10,11,1,2
16,2,13,5,2,6,3,4,2,7,8,0,1
10,4,7,11,8,0,2,8,1,5,9,3,2
8,1,5,10,31,8,5,0,1,7,4,1,0
10,3,12,10,20,17,17,3,0,15,7,1,0
9,1,9,11,1,7,6,12,1,13,7,0,0
9,1,3,10,4,0,0,4,2,6,9,4,1
6,2,6,9,42,7,7,4,2,4,10,0,0
3,2,8,9,12,24,16,8,0,12,9,2,0
22,2,12,8,2,3,2,4,1,11,3,0,0
7,1,3,6,3,0,1,6,3,4,7,1,0
6,2,5,11,37,7,4,4,1,8,8,2,1
8,5,8,8,19,18,20,9,3,9,7,0,0
16,1,12,9,1,4,6,14,2,12,11,1,1
